title,label
scientists say universe is part of 4th dimension born from black hole,FAKE
democrats begin search for candidate who knows how to use email,FAKE
they dont speak for me  evangelical phd slams religious right leaders supporting trump,FAKE
live blog voting fraud exposed nationwide,FAKE
if clinton campaign believes wikileaks emails are forged why dont they prove it,FAKE
trump suffers bizarre memory disorder says he always opposed obamacare video,FAKE
russia is concentrating 20 putins new policy of active defense,FAKE
burnt homes and broken promises the jungle evicted,FAKE
bernie sanders the democratic primary gave me leverage i intend to use to pressure hillary clinton,FAKE
purchasing loyalty with foreign aid,FAKE
rep gowdy on the impact of the fbis new clinton inquiry,FAKE
eric trump a candidate under investigation is unthinkable,FAKE
john kirby and the us state department blatantly support terrorists   henry kamens,FAKE
re why did attorney general loretta lynch plead the fifth,FAKE
here is why the trump administration will be a force for peace   james p pinkerton,FAKE
syrian war report   november 11 2016 syrian army entered menagh air base,FAKE
eamon dunphy  george hook enter 12th hour of whos more controversial debate,FAKE
hillarys health candidate stumbles again boarding campaign plane,FAKE
now it is usa today lying to us that the anti trump protests are spontaneou,FAKE
time investigating hillary is an attack on all women,FAKE
fcc passes sweeping internet privacy rules in big win for civil rights,FAKE
england players controversially allowed to wear three lions,FAKE
hillary clinton holds 6 point lead despite fbi probe update,FAKE
fearing election day trouble some us schools cancel classes,FAKE
comment on not guilty oregon standoff leaders acquitted for malheur wildlife refuge takeover by richard johnson,FAKE
boycottcomedianrobert deniro wanted to punch trump in the facesupports anti trump riotersnow wants americans to support his new movie video,FAKE
comment on the science is overwhelming at this point wifi industry appeals brain tumor association ordinance by the science is overwhelming at this point wifi industry appeals brain tumor association ordinanc   waking science,FAKE
we won you lost get over it brexiters told outside high court,FAKE
wendy kennedy on being a channel for the 9th dimensional pleiadian collective video,FAKE
peter brimelow on with steve curtis at 805 eastern,FAKE
conspiracy theorists believe theyve found justice scalias murder plot,FAKE
this is what will happen to mosul after isis is evicted,FAKE
nato considers russian warships sailing in mediterranean acceptable,FAKE
breaking obama says there were no scandals during his administration hahaha,FAKE
its rigged voters discover shocking mistake on ballots dont let this happen to you,FAKE
must watch when people laughed at donald trump and anyone who said he would win,FAKE
cast your vote whose foreign policy position do you prefer,FAKE
technology blackout feared as solar storm hits earth,FAKE
the deteriorating situation in ethiopia,FAKE
comment on if clinton goes down loretta lynch will go down with her by truth detector,FAKE
most popular halloween costumes of 2016   the onion   americas finest news source,FAKE
how to open your chakras   as explained by a childrens show watch,FAKE
jews blamed for holocaust at house of lords event,FAKE
series of powerful earthquakes including 60 magnitude strikes central italy,FAKE
top 10 pet care tips,FAKE
is it safe to use expired prescription drugs,FAKE
aristocracys immunity from prosecution disturbs tarps ig,FAKE
cheyenne river sioux chairman brings pipeline opposition to meeting with president obama,FAKE
comment on grinnell college warns against deplorable and problematic costumes by joe,FAKE
7 reasons ill vote for trump,FAKE
us intelligence warns public of pre election day terror,FAKE
why are celebs staying silent about politics esquire editor answers own question by naming and shaming,FAKE
the masquerade ball falls ghosts and our election farce,FAKE
neighbors smell smoke at muslim home what they see in window is horrific,FAKE
farming invented many times by many different farmers over a vast landscape carlzimmer nytimes   russia news now,FAKE
donald trump peacenik president        information,FAKE
comment on useful idiots for islam by momofiv,FAKE
why was this natural medicinal substance just banned by the dea,FAKE
cheese shortage due to enlarged moon more soon,FAKE
the world war 3 conspiracy   episode 1,FAKE
mall of america to close for first time ever on thanksgiving,FAKE
devastating wiki leaks show scope of clinton cover up video,FAKE
deputy shot and killed by fellow deputy while having a conversation on weapon safety,FAKE
flashback clinton campaigns press secretary once thought it was a bad look to second guess james comey   twitchycom,FAKE
baby bonds a plan for blackwhite wealth equality conservatives could love,FAKE
rapper lil wayne my life was saved by a white man i dont know what racism is,FAKE
hillary is so unpopular she has to pay off youth voters and fabricate her rallies,FAKE
first iraqi troops enter mosul but fighting remains largely in suburbs,FAKE
more evidence emerges proving what a shameless crony fraud evan bayh is,FAKE
your dog probably has better healthcare than you do,FAKE
as of 600 am november 6th trump is leading in major national polls,FAKE
brink of war uk sends tanks drones and 800 soldiers to russian border as tensions grow,FAKE
sniff your underarms and tell us if you stink,FAKE
november 8 is finally here an abridged election day resource guide,FAKE
amurexit from nafta tpp wall street and global policeman,FAKE
fbi panic hillary lies in first press conference while a leaked photo from her airplane reveals the truth,FAKE
israel 1984 everlasting,FAKE
spin doctors   how the media reports on medicine,FAKE
comment on hillary clinton failed to disclose 400000 in pricey presents private jets and vacations gifted to bill by hillary clinton failed to disclose 400000 in pricey presents private jets and vacations gifted to bill  fellowship of the minds  kommonsentsjane,FAKE
unsc members fail to agree on new zealand draft resolution on aleppo,FAKE
comeys blindside youre just a cop,FAKE
fact check trump is right that clinton might cause ww3,FAKE
trump controlled by mossad,FAKE
israeli minister sparks scandal after showing satisfaction at italys earthquakes,FAKE
taxpayers shell out 100k to pay for cops caught eating weed  assaulting people in pot shop video,FAKE
russian warships ready to strike terrorists near aleppo,FAKE
billionaire single digit millionaires are too poor to get justice in america,FAKE
fbi agent accuses james comey of trampling on the rule of law,FAKE
trump wont mention that bush  cheney deleted 22 million emails,FAKE
us korean relations and the new us president  new eastern outlook,FAKE
shocking michele obama  hillary caught glamorizing date rape promoters,FAKE
progressives find white trash more threatening than nuclear war,FAKE
donald trump promises to pardon snowden assange and manning,FAKE
britain no longer a sovereign democracy,FAKE
comment on sheriff says cannabis makes people murderers because rational thought leads to violence by isaid dilligaf,FAKE
nigerian novelist wonders why everyone loves hillary,FAKE
break the silence or support self determination in syria the answer should be obvious,FAKE
cyber war  from trifle to catastrophe      information,FAKE
